"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 02 11:48:38 CST 2024","Tue Apr 02 11:48:38 CST 2024","52","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，params[beginTime]为空，其他数据正常，查询成功","actual_data:{'total': 88, 'rows': [{'createBy': 'admin', 'createTime': '2024-04-01 19:28:14', 'updateBy': None, 'updateTime': None, 'remark': '管理员', 'userId': 1, 'deptId': 103, 'userName': 'admin', 'nickName': '若依', 'email': 'ry@163.com', 'phonenumber': '15888888888', 'sex': '1', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '110.191.179.157', 'loginDate': '2024-04-02T11:48:05.000+08:00', 'dept': {'createBy': None, 'createTime': None, 'updateBy': None, 'updateTime': None, 'remark': None, 'deptId': 103, 'parentId': None, 'ancestors': None, 'deptName': '研发部门', 'orderNum': None, 'leader': '若依', 'phone': None, 'email': None, 'status': None, 'delFlag': None, 'parentName': None, 'children': []}, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': True}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:47', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 100, 'deptId': None, 'userName': 'add_user_001', 'nickName': 'add_user_001', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:53', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 101, 'deptId': None, 'userName': 'add_user_003', 'nickName': 'a', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:57', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 102, 'deptId': None, 'userName': 'add_user_004', 'nickName': 'ad', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:00', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 103, 'deptId': None, 'userName': 'add_user_005', 'nickName': 'add_user_005add_user_005add_u', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:04', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 104, 'deptId': None, 'userName': 'add_user_006', 'nickName': 'add_user_006add_user_006add_us', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:07', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 105, 'deptId': None, 'userName': 'add_user_007', 'nickName': 'add_user_007add_user_007add_us', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:10', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 106, 'deptId': None, 'userName': 'add_user_008', 'nickName': 'test', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:14', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 107, 'deptId': None, 'userName': 'add_user_009', 'nickName': 'TEST', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:17', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 108, 'deptId': None, 'userName': 'add_user_010', 'nickName': '~@#$^&*()_+{}|', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}], 'code': 200, 'msg': '查询成功'}"
"passed","Tue Apr 02 11:48:38 CST 2024","Tue Apr 02 11:48:39 CST 2024","48","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，params[endTime]不符合时间格式，其他数据正常，查询失败","actual_data:{'total': 88, 'rows': [{'createBy': 'admin', 'createTime': '2024-04-01 19:28:14', 'updateBy': None, 'updateTime': None, 'remark': '管理员', 'userId': 1, 'deptId': 103, 'userName': 'admin', 'nickName': '若依', 'email': 'ry@163.com', 'phonenumber': '15888888888', 'sex': '1', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '110.191.179.157', 'loginDate': '2024-04-02T11:48:05.000+08:00', 'dept': {'createBy': None, 'createTime': None, 'updateBy': None, 'updateTime': None, 'remark': None, 'deptId': 103, 'parentId': None, 'ancestors': None, 'deptName': '研发部门', 'orderNum': None, 'leader': '若依', 'phone': None, 'email': None, 'status': None, 'delFlag': None, 'parentName': None, 'children': []}, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': True}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:47', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 100, 'deptId': None, 'userName': 'add_user_001', 'nickName': 'add_user_001', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:53', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 101, 'deptId': None, 'userName': 'add_user_003', 'nickName': 'a', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:57', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 102, 'deptId': None, 'userName': 'add_user_004', 'nickName': 'ad', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:00', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 103, 'deptId': None, 'userName': 'add_user_005', 'nickName': 'add_user_005add_user_005add_u', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:04', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 104, 'deptId': None, 'userName': 'add_user_006', 'nickName': 'add_user_006add_user_006add_us', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:07', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 105, 'deptId': None, 'userName': 'add_user_007', 'nickName': 'add_user_007add_user_007add_us', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:10', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 106, 'deptId': None, 'userName': 'add_user_008', 'nickName': 'test', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:14', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 107, 'deptId': None, 'userName': 'add_user_009', 'nickName': 'TEST', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:17', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 108, 'deptId': None, 'userName': 'add_user_010', 'nickName': '~@#$^&*()_+{}|', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}], 'code': 200, 'msg': '查询成功'}"
"passed","Tue Apr 02 11:48:08 CST 2024","Tue Apr 02 11:48:08 CST 2024","198","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，deptld为100，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:04 CST 2024","Tue Apr 02 11:48:05 CST 2024","165","test_case","test_ryvue","TestRyvue","","","验证输入正确的用户名密码大小写不一致，登录失败，并提示账号或密码错误","actual_data:{'msg': '用户不存在/密码错误', 'code': 500}"
"failed","Tue Apr 02 11:48:28 CST 2024","Tue Apr 02 11:48:28 CST 2024","81","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，password为空，其他数据正常，修改失败","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"failed","Tue Apr 02 11:48:29 CST 2024","Tue Apr 02 11:48:29 CST 2024","80","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，phonenumber不为纯数字，其他数据正常，修改失败","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"failed","Tue Apr 02 11:48:31 CST 2024","Tue Apr 02 11:48:31 CST 2024","80","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，postlds为1，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:23 CST 2024","Tue Apr 02 11:48:23 CST 2024","193","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，nickName过29个字符，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:18 CST 2024","Tue Apr 02 11:48:18 CST 2024","194","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，remark有敏感词，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:22 CST 2024","Tue Apr 02 11:48:22 CST 2024","197","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，status为1，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:04 CST 2024","Tue Apr 02 11:48:04 CST 2024","81","test_case","test_ryvue","TestRyvue","","","验证输入正确的用户名过长的密码，登录失败，并提示账号或密码错误","actual_data:{'msg': '用户不存在/密码错误', 'code': 500}"
"failed","Tue Apr 02 11:48:30 CST 2024","Tue Apr 02 11:48:30 CST 2024","80","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，remark为空，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"failed","Tue Apr 02 11:48:21 CST 2024","Tue Apr 02 11:48:21 CST 2024","252","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，sex不为012且不为空，其他数据正常，添加失败","actual_data:{'msg': ""\n### Error updating database.  Cause: com.mysql.cj.jdbc.exceptions.MysqlDataTruncation: Data truncation: Data too long for column 'sex' at row 1\n### The error may exist in URL [jar:file:/ruoyi/app/ruoyi-admin.jar!/BOOT-INF/lib/ruoyi-system-3.8.7.jar!/mapper/system/SysUserMapper.xml]\n### The error may involve com.ruoyi.system.mapper.SysUserMapper.insertUser-Inline\n### The error occurred while setting parameters\n### SQL: insert into sys_user(                  user_name,       nick_name,                         sex,       password,       status,       create_by,            create_time    )values(                  ?,       ?,                         ?,       ?,       ?,       ?,            sysdate()    )\n### Cause: com.mysql.cj.jdbc.exceptions.MysqlDataTruncation: Data truncation: Data too long for column 'sex' at row 1\n; Data truncation: Data too long for column 'sex' at row 1; nested exception is com.mysql.cj.jdbc.exceptions.MysqlDataTruncation: Data truncation: Data too long for column 'sex' at row 1"", 'code': 500}"
"passed","Tue Apr 02 11:48:27 CST 2024","Tue Apr 02 11:48:27 CST 2024","80","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，email多个点，其他数据正常，修改失败","actual_data:{'msg': '邮箱格式不正确', 'code': 500}"
"failed","Tue Apr 02 11:48:26 CST 2024","Tue Apr 02 11:48:26 CST 2024","81","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，deptld为109，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:29 CST 2024","Tue Apr 02 11:48:29 CST 2024","78","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，phonenumber位数不为11位，其他数据正常，修改失败","actual_data:{'msg': '手机号码长度不能超过11个字符', 'code': 500}"
"passed","Tue Apr 02 11:48:38 CST 2024","Tue Apr 02 11:48:38 CST 2024","48","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，params[beginTime]符合时间格式且只有起始时间无结束时间，其他数据正常，查询成功","actual_data:{'total': 0, 'rows': [], 'code': 200, 'msg': '查询成功'}"
"passed","Tue Apr 02 11:48:09 CST 2024","Tue Apr 02 11:48:09 CST 2024","199","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，deptld为105，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"failed","Tue Apr 02 11:48:31 CST 2024","Tue Apr 02 11:48:31 CST 2024","80","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，postlds为0，其他数据正常，修改失败","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"failed","Tue Apr 02 11:48:05 CST 2024","Tue Apr 02 11:48:06 CST 2024","593","test_case","test_ryvue","TestRyvue","","","验证输入大小写不一致的用户名正确的密码，登录失败，并提示账号或密码错误","actual_data:{'msg': '操作成功', 'code': 200, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImUyYTI4ZTdlLWNmNmQtNDkyNS1hZWNhLWZiNmNmN2QyNTBjZSJ9.RW_tQs7uNP0bkJgI-LI6uHhTiqjzwV4gwseCj5mUvNDqHLnOapcIfXGxbcSIQskaK380Cb4ZiXAQzsHBIvvuaw'}"
"passed","Tue Apr 02 11:48:12 CST 2024","Tue Apr 02 11:48:12 CST 2024","115","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，email多个点，其他数据正常，添加失败","actual_data:{'msg': '邮箱格式不正确', 'code': 500}"
"failed","Tue Apr 02 11:48:40 CST 2024","Tue Apr 02 11:48:40 CST 2024","126","test_case","test_ryvue","TestRyvue","","","验证【角色管理】添加角色，角色名称roleName过短，其他数据正常，添加失败","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:45 CST 2024","Tue Apr 02 11:48:46 CST 2024","117","test_case","test_ryvue","TestRyvue","","","验证【菜单管理】添加菜单，路由地址path为没有点，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:24 CST 2024","Tue Apr 02 11:48:24 CST 2024","201","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，nickName重复，但是字母大小写不一致，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"failed","Tue Apr 02 11:48:32 CST 2024","Tue Apr 02 11:48:32 CST 2024","79","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，sex为1，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:38 CST 2024","Tue Apr 02 11:48:38 CST 2024","59","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，params[endTime]符合时间格式且起始时间大于结束时间，其他数据正常，查询失败","actual_data:{'total': 0, 'rows': [], 'code': 200, 'msg': '查询成功'}"
"failed","Tue Apr 02 11:48:17 CST 2024","Tue Apr 02 11:48:17 CST 2024","196","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，postlds不为1234且不为空，其他数据正常，添加失败","actual_data:{'msg': '操作成功', 'code': 200}"
"failed","Tue Apr 02 11:48:13 CST 2024","Tue Apr 02 11:48:13 CST 2024","194","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，password为17位字符，其他数据正常，添加失败","actual_data:{'msg': '操作成功', 'code': 200}"
"failed","Tue Apr 02 11:48:32 CST 2024","Tue Apr 02 11:48:32 CST 2024","79","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，sex为0，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:40 CST 2024","Tue Apr 02 11:48:40 CST 2024","125","test_case","test_ryvue","TestRyvue","","","验证【角色管理】添加角色，角色名称roleName为空，其他数据正常，添加失败","actual_data:{'msg': '角色名称不能为空', 'code': 500}"
"passed","Tue Apr 02 11:48:08 CST 2024","Tue Apr 02 11:48:08 CST 2024","197","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，deptld为101，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:37 CST 2024","Tue Apr 02 11:48:37 CST 2024","48","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，phonenumber不以13\14\15\17\18开头，其他数据正常，查询失败","actual_data:{'total': 1, 'rows': [{'createBy': 'admin', 'createTime': '2024-04-02 11:48:16', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 152, 'deptId': None, 'userName': 'userManagement_053', 'nickName': 'userManagement_053', 'email': '', 'phonenumber': '21502502921', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}], 'code': 200, 'msg': '查询成功'}"
"passed","Tue Apr 02 11:48:37 CST 2024","Tue Apr 02 11:48:37 CST 2024","48","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，status为3，其他数据正常，查询失败","actual_data:{'total': 1, 'rows': [{'createBy': 'admin', 'createTime': '2024-04-02 11:48:22', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 181, 'deptId': None, 'userName': 'userManagement_083', 'nickName': 'userManagement_083', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '3', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}], 'code': 200, 'msg': '查询成功'}"
"failed","Tue Apr 02 11:48:26 CST 2024","Tue Apr 02 11:48:26 CST 2024","80","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，deptld为106，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:14 CST 2024","Tue Apr 02 11:48:14 CST 2024","198","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，phonenumber以13开头的11位纯数字，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"failed","Tue Apr 02 11:48:26 CST 2024","Tue Apr 02 11:48:26 CST 2024","84","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，deptld为110，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:19 CST 2024","Tue Apr 02 11:48:20 CST 2024","197","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，postlds为[1, 2, 3, 4]，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"failed","Tue Apr 02 11:48:27 CST 2024","Tue Apr 02 11:48:27 CST 2024","80","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，email有@无点，其他数据正常，修改失败","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"failed","Tue Apr 02 11:48:30 CST 2024","Tue Apr 02 11:48:30 CST 2024","81","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，postlds为3，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:11 CST 2024","Tue Apr 02 11:48:12 CST 2024","114","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，email多个@，其他数据正常，添加失败","actual_data:{'msg': '邮箱格式不正确', 'code': 500}"
"passed","Tue Apr 02 11:48:44 CST 2024","Tue Apr 02 11:48:45 CST 2024","117","test_case","test_ryvue","TestRyvue","","","验证【菜单管理】添加菜单，显示排序orderNum为1，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"failed","Tue Apr 02 11:48:13 CST 2024","Tue Apr 02 11:48:14 CST 2024","196","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，password为6位字符，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:34 CST 2024","Tue Apr 02 11:48:34 CST 2024","51","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，pageNum为空，其他数据正常，查询成功","actual_data:{'total': 0, 'rows': [], 'code': 200, 'msg': '查询成功'}"
"passed","Tue Apr 02 11:48:11 CST 2024","Tue Apr 02 11:48:11 CST 2024","121","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，email无@无点，其他数据正常，添加失败","actual_data:{'msg': '邮箱格式不正确', 'code': 500}"
"failed","Tue Apr 02 11:48:20 CST 2024","Tue Apr 02 11:48:20 CST 2024","197","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，postlds为0，其他数据正常，添加失败","actual_data:{'msg': '操作成功', 'code': 200}"
"failed","Tue Apr 02 11:48:45 CST 2024","Tue Apr 02 11:48:45 CST 2024","118","test_case","test_ryvue","TestRyvue","","","验证【菜单管理】添加菜单，路由地址path为没有www，其他数据正常，添加失败","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:43 CST 2024","Tue Apr 02 11:48:44 CST 2024","118","test_case","test_ryvue","TestRyvue","","","验证【菜单管理】添加菜单，菜单名称menuName过长，其他数据正常，添加失败","actual_data:{'msg': '菜单名称长度不能超过50个字符', 'code': 500}"
